factor1,factor2
51.98315264,37.60036617
75.62478697,35.15399748
35.78130743,36.94072343
99.95879295,84.11663712
57.4749879,67.22011903
39.4526539,60.42600706
24.63828765,74.9116128
84.58676807,55.06900087
71.33353699,24.25954967
1.728637253,58.09069362
56.15825929,41.05154598
39.49581803,17.45358032
48.2259125,44.7537224
99.29557626,70.97631959
37.40264559,65.04064724
62.60080846,73.65910992
23.6651578,0.528104087
56.86736562,87.15049474
56.68205368,96.75737288
98.82593599,99.92591878
30.73404251,49.78056098
63.52844427,57.36947627
79.06263454,6.957231349
98.98084354,60.38570207
5.091415178,39.96912933
52.49842169,16.99994125
48.37779492,56.58966742
26.8479935,98.3882283
75.49730556,27.33040228
47.29221398,72.27136682
24.13054321,29.54851491
34.38914449,89.48305793
73.10306549,6.996447796
49.41111335,67.59533211
99.46325803,0.540918939
3.566789674,14.98266987
21.22454254,90.46227021
92.03806378,38.99549546
10.70406495,34.66352126
27.8847975,11.45795275
52.26051502,74.2579389
42.03402052,43.05723556
25.75192429,79.89711403
22.07997076,38.13290126
89.03870967,29.66416175
69.82860467,32.84246234
88.18249173,51.63589651
85.07163435,74.40127245
61.24860441,90.00423971
37.11816341,77.71013725
45.31827046,18.8775612
75.03220582,72.32853571
63.603682,78.98640063
62.13348404,42.93351575
17.71029521,66.06962638
78.38371674,12.50885947
23.52486677,3.209229164
3.707011193,64.49514778
38.17785643,57.34162039
55.90521318,38.87867465
22.47017288,20.33233846
64.85759306,46.70907479
63.19404846,3.170486554
85.65019121,94.32947926
9.279704321,25.56704282
63.8548849,53.06594667
88.15274503,58.35306451
40.5500407,20.9803193
24.43113122,22.3205002
15.97867955,42.66747601
37.0863669,3.043107263
62.42313259,62.67564354
37.51843387,33.01970251
36.27907509,54.77856336
68.09594957,24.21629407
17.6319422,80.95154955
72.54666362,17.044659
91.07766606,44.48688869
67.72201719,37.67714094
44.58342817,93.99699652
85.5890533,64.70174128
58.13790304,74.91008113
67.54938863,67.28669305
92.6775233,86.12269715
23.23191494,38.85643936
79.62672756,47.99700708
16.54213892,53.48961045
46.44797699,3.162950202
62.34661632,94.26305708
79.91198363,24.81316319
64.96564644,92.86603947
29.29416228,54.42938908
88.09713405,12.58989374
49.65871073,64.3986476
6.116054504,86.79788428
82.76413996,2.598140519
91.27142198,4.764195454
86.42500489,67.14519022
32.16925206,90.77403264
98.63374878,78.32779651
53.80616485,92.95631679
89.60695698,3.018389588
89.46787146,71.0045583
51.19864229,81.85008161
20.0031305,19.79351556
51.66944427,65.70369242
98.23186895,67.00316025
54.67956557,52.25833159
60.97057715,56.56726543
50.43235821,36.3765697
1.323015429,86.34101214
16.98366172,74.30162507
86.41302598,74.68964701
47.62479776,73.38910735
39.16538397,36.47691342
99.37991092,48.82611231
89.96251579,79.70572973
65.74451868,88.75397527
70.62728526,95.92573321
36.42672139,89.08934148
72.4905298,50.49512609
16.29989846,12.86589844
80.17160084,39.67462906
81.95751163,84.81163171
79.8591768,47.89900203
31.88373948,77.79938734
13.12199647,2.948256359
68.49054146,63.34290724
12.24085652,13.94469909
26.73118935,30.25543064
73.09981601,75.84933895
33.80906261,73.917648
60.74188495,21.36847598
4.486882507,24.58086138
49.05814414,44.79387649
29.65749932,31.78578811
98.42134357,48.79019522
7.195966283,77.71867608
37.28536155,15.38182907
99.93737227,59.13195022
85.73501918,0.747086101
92.90328497,61.43714289
30.75646138,98.89795691
96.56987964,44.96512098
27.47386327,94.2316594
40.02613799,6.896453356
27.85868751,32.16601362
46.43226535,22.62417705
95.16540304,49.26455681
67.19134121,41.11794693
67.05600832,34.76238809
90.92774206,54.17059164
8.438730147,32.24010219
27.44389131,52.29030563
71.66440094,20.25093823
7.417774989,81.02723228
2.695530842,5.131577676
7.801466001,76.08122544
7.16831784,21.41038394
25.95688471,71.8773448
21.58379441,0.245055317
64.67218415,57.44272196
21.42097858,79.16502411
7.643640691,17.39024825
96.14490496,76.93025245
14.30919047,64.22151486
88.03996616,22.15095115
4.734984317,15.03617337
83.54802159,95.75310551
13.67920143,99.57820818
31.91466205,60.34831608
98.29999025,32.86060437
30.50494777,96.90563779
24.74662718,36.86721012
34.62590677,20.174046
94.93763323,66.59309077
58.58832423,81.72571722
37.05761397,53.75807463
8.753457589,23.12082128
20.81127171,62.57938898
95.6825762,87.636482
38.70926746,81.44488771
10.39064137,57.09537452
52.01438579,17.13163866
47.43230226,76.39759162
47.70081105,64.10480534
57.87050003,7.918243517
8.930488505,37.87801807
61.38604203,2.809592691
79.53105135,43.62019288
89.27666263,48.30748949
39.51457412,29.97977714
21.59925719,92.79688011
50.8708135,53.65849458
13.08108671,22.8968643
97.61241158,55.31605101
75.78759898,57.8051335
86.21586337,39.82682339
7.75188687,75.22120556
15.137385,8.471049717
34.22196971,32.51723532
54.86754125,30.06472906
98.61411394,61.95957963
31.44154731,0.541852218
13.77225742,33.52533115
54.88220574,66.66466125
32.68621292,83.70434608
80.0059991,2.946954146
16.82572299,7.080112672
31.53886518,20.86969499
95.73993669,49.32061993
8.010853446,89.3735727
15.45092565,55.77597671
48.04270922,55.89731616
68.96733333,65.46281027
69.79456684,12.93064442
18.79649527,58.13809263
87.39946571,79.00955557
2.140895372,69.24697578
7.747513353,32.43779437
76.02600948,40.12511287
59.32116067,61.91061752
44.03002541,57.48671228
79.85103635,34.2032922
38.48518848,60.98860159
62.1758516,92.74491449
11.04049282,80.89525984
17.98082314,51.19433275
8.270138323,45.61437082
20.01466331,47.6772561
54.68427651,15.83161797
33.66730049,1.55030362
65.30914483,32.16885115
4.573990803,55.17133188
80.73356739,76.7046531
25.50072236,41.94615097
15.83353983,17.05719748
4.958097866,41.17648975
55.96990191,59.99308592
89.98100418,48.92378882
81.81229116,33.54705068
53.49453951,89.72762845
16.04673456,86.3671623
31.81059987,48.45433081
77.76185838,60.92261158
83.78162245,91.83966285
74.63863517,11.72081086
86.76339904,85.76904953
97.32790574,88.68188736
59.65008772,15.80255426
78.60118976,53.72391106
25.80237951,92.10362139
12.18788714,85.45571747
78.34680183,63.16522478
50.08364967,20.9553376
89.47596784,16.76710868
79.02421483,92.25786078
34.61592094,68.94227829
0.324629113,81.539082
44.04316452,87.3545238
76.27289399,88.65021418
43.31145627,12.75603029
8.466152702,67.55710016
72.87818836,98.61096908
92.30316465,87.09698599
50.02626758,39.13381415
34.31921067,57.42126487
20.54574602,8.806429419
24.51828168,50.81954522
26.90872175,36.04298728
73.74725769,8.741041348
53.63064411,33.56513022
90.27769577,10.15197531
35.05915869,84.20271332
74.78780792,16.3470796
9.943211654,73.77859867
90.6069337,59.32468843
39.27604949,71.90676374
2.177940244,49.22369424
61.68520143,30.40390261
74.36229956,31.17037709
59.04594069,43.72931054
46.81831805,23.79337449
23.91573198,79.31434908
51.18803917,76.78629106
91.76057775,69.14422442
16.14973192,45.94612797
21.48919957,91.52824005
55.73161372,47.71921604
19.913112,58.98633253
33.71703728,91.35387281
50.46178988,12.63867373
46.95717576,82.25543175
71.45535487,0.976285453
79.75220804,41.87327229
79.90867839,27.38131506
32.37967986,23.38293425
57.71227894,65.05317803
48.35809749,39.22337168
99.45128088,82.49105246
7.807817104,61.89027837
96.71067521,85.37444775
53.31515396,44.47599117
61.69082942,87.02220441
44.51559412,87.65567531
70.09625029,19.54608871
25.27736742,32.63497044
42.85114151,32.25845158
43.53459436,5.301017242
85.62660335,79.31647234
64.82013727,98.01867001
90.57991024,67.61481042
91.74299507,83.96402339
28.95765946,31.90918336
48.17407794,48.64501163
78.17785033,41.32406264
0.297702197,0.10837472
22.85741516,40.68498752
38.88811255,25.20234661
88.49947878,25.55809185
24.88609772,59.45000881
0.196174686,65.64197081
67.004176,18.80208041
17.74016139,52.27611838
73.94918858,41.22187351
3.392839433,93.34433475
55.64105401,57.40240138
35.55130652,88.25727573
40.046813,30.16281539
79.03072919,45.08677545
65.1514731,35.09082074
48.67410956,54.64300574
27.62145132,75.2703437
17.16088611,76.11353948
16.33606043,22.09480718
64.12011335,12.60146801
91.10142434,53.69720621
98.56569615,61.6743167
42.02480858,82.97503055
70.57204366,53.1081035
58.24798431,35.34936662
16.98786866,86.7472102
18.17251875,9.058809581
66.33443997,40.66069001
81.84158406,18.79864343
36.29392615,73.48345098
1.179376277,0.694729625
40.07924583,16.35113471
51.0025418,83.60456014
62.26751409,2.004278911
93.83553787,0.947471719
11.13105536,22.36876975
23.3670474,34.0525419
8.534332329,89.1454386
44.9572029,20.8901426
64.70750743,46.86754326
45.83599756,18.96818725
16.57129455,28.68362315
13.57278439,3.031235242
22.49196293,9.895539936
55.39743596,25.82700089
0.33477708,58.74581465
68.60880774,83.3321363
72.59313422,67.45612116
43.48491326,94.1557362
5.836665301,33.99936374
60.55731194,18.98336562
34.77927111,33.24094646
28.96827148,36.24911353
46.45156017,17.70927327
45.04659148,55.94219899
13.42327616,44.88703958
83.00701788,52.30033778
19.13050282,65.54501512
84.1890944,83.4921041
36.2592406,46.71445051
82.38295467,72.10270804
33.3421143,34.60795349
4.648721434,69.30197895
58.77998994,10.26735923
39.87393304,46.63919024
21.87683899,69.46003966
64.60492178,43.07090327
91.30795898,25.64924634
17.41209992,50.34242404
76.53128048,28.60062785
44.19724772,27.43181558
66.61948279,16.77540334
0.701284934,65.26776405
31.33378912,91.53192153
60.5342791,41.53061317
29.69678426,79.77629529
73.48556318,20.22987604
42.06701447,16.05031087
98.72181583,38.36788929
91.70067717,18.94625668
85.26614897,69.4297837
72.10891168,66.50525121
81.98239833,34.2039563
11.16886682,67.47180989
63.00004791,33.40688871
25.9229719,62.72077161
61.25006156,58.13126184
51.61308221,35.59933599
62.05254079,14.5120441
14.46898616,86.03303409
52.53560433,34.42327955
39.28432046,70.71559417
52.08723642,67.9963074
57.81015368,48.53516093
30.59563848,21.92422758
90.45613216,35.24852506
80.70739767,24.30694324
7.059949735,68.5399003
49.36306566,39.11448305
17.90522378,32.09312641
53.77258847,73.31319079
74.65388625,75.31511895
95.9325085,93.48663
68.78565832,40.73886325
46.78211132,86.53445063
93.85150881,48.93561397
76.10726474,16.33667403
80.2488894,19.8723279
19.96434422,71.82870416
43.41585181,22.34087371
50.29280587,46.08265743
75.51989805,86.42228493
88.58079343,58.43079009
43.17772383,66.4261656
38.94265696,50.59871867
45.37097123,95.53064
55.62837343,92.42662349
47.09524307,32.8606156
43.28566076,66.45271815
7.050121059,15.39737807
78.62210344,53.68466612
75.78424815,82.06771462
99.66763155,21.56008787
26.97446462,54.70352567
65.10499988,38.60456561
80.07966259,54.50168999
24.09661873,13.68519711
70.68758792,16.80026646
70.2930304,0.981423376
4.127633644,60.52167643
94.97822563,80.0308163
46.54129433,2.378640688
5.853735275,78.87242649
16.27700229,9.751978731
72.11229588,23.42934774
79.8948017,23.88998188
71.58192831,31.25235159
84.89239392,78.04113029
82.82865474,55.41865825
76.41671346,54.55052514
88.90781114,91.38261817
5.782362773,17.79730369
32.43976243,99.43991488
87.91989786,93.30672878
42.09509814,52.15850312
31.03903597,46.63706011
84.17908716,67.16077006
65.64175354,4.870507057
53.23275787,89.08338924
54.91460319,60.39707101
25.53689632,12.43453554
85.79380707,66.98508539
27.72361037,11.83172796
80.46251998,69.66396284
71.20452265,22.39612693
38.08795475,60.51071924
44.41603867,55.78777987
46.14264818,5.704707607
74.72949086,70.30039823
81.32206948,10.19517401
43.2067685,93.51585593
62.34254659,24.0798723
55.7311088,39.06928412
12.88812147,30.01360945
46.38444188,39.02085568
88.73082986,13.49769333
92.85193983,26.59858664
80.84301812,78.49207559
96.49760283,20.63847709
83.05590565,36.10778196
72.62789681,85.12837431
92.55619368,67.58427424
87.6172427,25.43963458
1.38594023,67.64140047
58.2580326,25.21028653
18.41476007,66.07833142
39.28874521,29.44400334
29.48464719,68.16356413
41.48669244,76.02666917
65.64308076,86.76743732
75.17603178,9.047915927
12.29458496,18.45980908
9.325690764,64.41681973
40.47726301,36.10730547
93.44912943,23.88924253
42.13136658,14.01141761
42.959408,99.31480884
56.14345765,13.78617093
10.06717986,84.88113264
10.17913947,79.1819392
68.24230231,56.90515932
39.90172524,75.22970643
32.63760278,71.15366488
75.87624057,33.65496464
36.41648931,35.97009021
68.31787817,78.03688122
89.89970829,14.79193523
88.08889357,35.91213264
86.26993687,87.06390795
11.47255462,96.63079828
60.64647518,5.149714255
93.76893538,89.16974651
54.28019828,35.80415428
70.93196928,71.1589348
55.42902175,50.14446145
54.57333489,60.87170096
85.47435346,36.34538968
4.973443664,29.14218462
49.0463863,63.11095162
99.97233195,93.45140153
69.28812941,35.92988943
46.06696896,46.53631461
41.62746128,59.88385198
74.88756523,26.81679902
98.78557994,65.75432734
52.6449984,43.923774
29.28872443,73.66804814
12.14263595,17.21697588
57.78737277,68.32984921
96.3200195,2.059357767
97.25954366,28.5194147
21.21399837,0.716380775
84.78597787,32.72093082
16.07562441,94.78671849
42.99013371,68.10847668
55.5360565,6.328854745
66.28901342,5.625224552
69.62789521,34.04514253
48.05938284,5.969449273
92.43270211,18.94294371
25.73493226,25.08463809
98.64824576,26.37973333
18.46431148,5.957768806
85.22672073,31.75075393
18.28193159,97.75024691
0.347755007,12.63490891
28.936294,20.6764148
75.91528173,80.08966431
48.55387321,76.19468866
92.61251953,24.45903649
46.36969771,67.0742045
50.18044331,28.57318056
66.57241413,11.2727622
5.610897862,55.24388109
21.8988393,30.08160978
33.45270672,75.83590669
9.650653085,55.19262636
88.34931343,98.83702513
27.96218054,32.23136036
86.11816849,39.99088385
88.40276238,41.15089433
18.90545757,64.45267795
16.41832295,9.169701964
54.45051267,43.35188577
95.90922016,73.55446313
36.75888391,43.83101974
96.26363513,18.47217615
58.37164783,61.23295525
39.9667135,20.46169882
7.006062427,64.32218891
60.0919359,31.19424394
71.3987387,74.56931869
67.49803258,67.7329083
88.51203994,22.86330075
79.39065372,99.46023393
54.70231695,23.17867386
2.029799729,40.22508314
37.60934517,27.08010507
75.21175065,74.32965516
8.96840682,37.162294
98.9233564,81.33872531
74.29396092,75.22063515
82.82992706,76.25828624
60.48413147,48.60119822
24.10644372,31.82133792
77.09605501,36.98580923
86.2884782,82.21612067
56.99583427,30.41661539
23.10902726,26.5717696
57.84757973,0.81266031
3.391046351,57.92184715
79.40421843,90.89382826
38.47688395,92.52744717
13.8875115,9.617418172
88.97414392,64.40821759
35.36150035,21.85214089
12.69876847,98.97492719
85.62000705,15.22096373
47.16435324,28.86890273
90.22146799,82.082325
34.54685935,11.1350744
48.62563609,31.81170434
49.75044105,8.61914336
66.95960202,47.88802381
75.03489823,86.15761089
99.94539483,1.456388995
49.25902821,88.85507028
36.52621407,10.47613545
59.5657634,13.42660908
95.16771375,78.11904659
1.022496753,14.77440354
47.77601323,93.00857153
6.306226752,3.231894396
13.72886292,82.27461387
12.87426656,13.27102562
74.03391738,64.85240151
17.6696075,94.86325956
36.60000949,69.65977484
38.36519371,88.7340235
97.00923061,9.750893254
19.4798644,19.88710793
43.66113351,14.10832645
77.70032384,21.30428681
55.79446606,83.75386153
71.11668408,40.76084678
77.51384566,79.23350972
35.16692455,29.38100604
62.65706332,29.63067766
38.71622276,14.10113793
17.5046292,67.85917236
86.02534495,80.99684498
58.35862612,80.03837038
12.02963068,52.65456509
64.52575555,85.089137
49.35263887,1.6206035
61.95838388,78.90378415
3.959869313,5.572663169
23.83344566,98.54158771
78.11897046,82.99990524
64.28587151,6.236447663
90.65340823,18.29958033
34.54819932,54.27400188
27.80258265,14.0467645
56.52654177,19.0780608
67.94989375,96.88284685
82.59738124,42.36639521
33.8458357,16.90856778
67.79161124,67.48508081
77.30742286,84.07493931
53.72388783,29.47905248
38.68367553,2.633085698
44.67098804,35.14754531
15.95065948,42.9522393
85.60914299,79.87185969
84.26951055,9.672950183
56.06048988,73.93880576
2.992654135,32.45118934
84.81332913,91.80026053
32.08664388,38.95423881
63.13973595,61.52148016
11.17169793,8.925669166
55.19708542,10.82153961
26.23750287,36.38746173
30.71678565,76.92733995
50.60336616,80.54266466
34.44239156,27.74326229
86.59492718,50.72966243
29.03515138,82.04316801
36.71275783,34.5012222
0.516701564,84.23694722
13.7506926,82.77745076
76.9044018,68.2702963
9.860053014,65.19546818
22.72980588,55.42419014
5.48804541,74.20645995
28.07382139,21.87773939
56.76509782,49.4638549
99.94610292,76.69464432
0.731647599,6.05257441
36.20796309,27.51906814
73.44883532,59.83028288
9.099117733,24.19834223
31.12343157,14.45234693
34.24841333,1.602252501
91.57453688,58.08629263
72.62602791,27.73693596
88.55429604,22.70714207
16.50951672,62.33463849
31.88783381,87.16192375
29.48423504,72.39417798
57.17062227,62.81510996
18.81350099,87.34080517
64.72863953,73.01792379
74.67944604,33.68848136
84.76680449,31.25541987
97.81789368,32.25477322
52.48962986,76.58605564
67.4700552,32.52372229
61.77177301,16.25573167
34.71152842,88.77409172
78.73193174,61.40274937
6.556717353,28.44713909
6.808480838,57.13748447
38.07405563,6.978816389
65.22493981,90.44561863
7.563046892,80.01251432
70.65086181,65.67356027
80.41148339,88.50327065
41.66232151,81.05739795
80.669156,88.75941225
3.354677613,17.70549824
71.1770239,38.8009404
2.494957531,23.00061997
15.63679267,54.14384224
86.66270157,3.917505479
22.48960205,69.74491853
54.1323256,1.995438157
24.69026412,64.51557596
86.10915875,20.50023422
67.12601307,58.33456919
3.357107456,80.11392916
77.08174229,1.160235291
20.51948477,62.41878704
11.37456574,52.77055412
44.81945137,78.32012929
87.49445114,27.04996714
21.8374411,94.3081374
30.60378626,9.242521106
9.311766137,80.24202299
27.57403001,44.27037813
55.86793942,99.23454115
81.53378493,22.25214169
58.90855338,40.69751514
81.30604223,28.79386758
4.731945119,41.03872894
89.34331947,3.064345423
5.885899865,55.21123427
78.03361328,98.1101575
69.48885903,93.83155311
71.35940919,75.41141227
82.29998889,84.17480402
56.30297551,12.51244901
0.561690645,79.90732691
11.01964829,15.22735328
42.93282395,19.43706725
96.76522367,53.91176857
30.62489053,36.16892411
73.89676277,70.51025807
84.65902812,31.35344063
33.14238047,24.69184927
13.49912246,21.98186658
66.71409419,37.86011941
66.83606908,73.47664929
38.83866038,52.98779916
84.18562492,58.24934413
48.56006515,16.8240912
48.9131291,14.15348208
66.39750398,55.04887104
13.25356262,84.10724986
92.0022421,19.78484919
7.176947446,99.47907802
32.03832246,53.95169778
94.2790373,7.057511759
96.29524803,82.66046365
84.5058302,8.060646051
81.49615239,73.03675006
2.106196096,50.20340605
47.05773309,90.32335388
55.06662229,63.79972677
91.50596518,53.43981714
42.80651209,65.5858141
69.53176457,33.33642089
50.60813442,92.49917989
53.04049574,56.40476489
51.34603723,28.7286026
85.92842132,96.98632623
59.53406301,67.35165616
48.7784422,27.96283155
4.547101099,88.28571633
62.95122599,6.363158703
9.840306593,30.33670294
89.71081512,77.4193933
95.50701401,94.96149643
16.87506944,34.65361126
11.54877876,52.08826891
28.13198581,35.26763864
70.57355831,8.866213762
31.53255186,67.65988885
86.63081099,30.44728903
2.967684954,11.97532968
43.62849834,25.97605226
16.29163218,42.86463314
1.518391674,75.04082563
5.412834218,64.6782248
21.47575066,41.5460727
71.25204771,78.51917007
25.70635808,34.13308413
96.55229174,0.822648922
22.96109179,21.03433895
2.261555869,84.53268206
40.75398698,94.91346419
44.78096249,1.304226004
2.422433642,91.9833343
90.5187481,66.81267132
94.72771679,11.26626012
91.33060678,2.391118768
23.0680906,69.1476063
70.43763456,88.85363687
97.05467794,12.8824015
40.96533854,80.84218996
71.05307846,2.934455224
62.98925656,33.61713909
48.77224098,88.37999784
30.67642243,20.71355648
73.66214964,28.72796746
58.76219827,88.81880351
13.33529647,20.18522876
10.72923865,82.64821593
35.4168723,79.5940133
65.30441108,57.92243911
75.58499958,57.00261327
53.9331925,60.63710495
34.57986666,2.611971032
39.37522073,99.17373677
11.49490035,26.57258768
5.800050319,88.37871083
22.37776074,68.31689715
40.48461442,71.42490862
14.13101284,81.69175713
46.91997907,96.33067449
60.84094592,35.51129786
78.99845193,53.09361135
35.17213478,35.29214091
29.59689303,2.453792509
82.38950805,36.75279348
74.21959189,33.75340694
8.983353183,73.69341658
25.06965291,32.50514061
45.2455757,84.94289353
1.807486328,55.03039351
49.92367777,59.85483812
4.881494639,88.91413921
45.80719337,83.16444311
13.77665756,9.898077044
79.67293335,87.8829524
93.87594724,23.82531671
33.9901581,81.06149544
83.0554922,61.30326059
31.21962696,95.81943333
47.72151593,97.69749183
57.06088117,23.77345838
14.46044505,73.03716797
39.15931125,32.51272854
84.48181625,27.00005207
34.09023904,33.23137347
41.6571881,26.0099251
27.61883349,96.60113472
49.41149394,40.40058724
33.96438782,27.53828702
79.80450137,20.16632863
52.54927293,48.81572647
62.07283782,82.57198641
72.95600961,11.73144103
63.0895147,58.05252616
3.846133838,37.79146106
80.16487589,22.16595274
17.255039,42.5392395
53.48143536,57.82069971
75.07139606,90.47077306
89.38302754,77.79855537
85.15364783,52.98985974
90.16988757,89.71004987
80.6354002,17.10628231
61.72069472,1.261915114
43.75762287,20.63132592
36.47651783,93.9399694
68.94713044,74.77574624
91.09483738,56.91906024
22.36971988,48.32357536
87.35934382,88.49593466
1.822604788,74.79077936
37.39560295,81.29131997
35.375872,93.39523835
73.36728411,53.34465427
30.14928655,36.89978248
99.28770135,22.31991759
79.20158665,19.12360687
82.15870249,57.13169094
87.24509389,48.22299117
68.93884615,35.85545631
42.65492397,66.65904439
26.16374071,63.45327265
96.34565828,45.20271835
31.98892062,18.71944995
92.05142239,61.54650345
55.55204565,5.605565988
69.54823635,80.27099375
15.46445741,67.71866087
51.7526802,63.96617957
59.28294807,10.88231806
23.77135441,4.566933955
36.91970707,75.61715285
53.77688865,24.96752495
32.76419889,1.657650804
61.91829021,22.66457188
43.6089181,21.09435666
37.74511819,92.02300954
71.3940452,74.76891578
77.33714344,72.8090359
53.76896325,25.44219396
58.20409049,93.57439517
67.88706507,60.81396946
15.02538896,16.27000381
81.74105407,40.97556122
48.91188222,99.94010366
2.801627637,31.29792661
26.02576943,13.51012772
17.54962715,0.992666138
55.33262842,42.16609457
68.60525117,67.62578916
36.81524106,89.7760318
61.67407092,72.67423473
31.46137611,61.17424085
33.05352489,98.86413832
50.21450088,18.5994789
49.12740195,15.24220911
90.92566767,2.704849244
4.667305226,35.54482383
1.092977133,89.71627466
36.71244865,14.61517286
1.010885629,98.31123712
82.66477516,44.39231138
69.3374293,42.71897349
50.48745231,45.44939337
11.35909908,94.43924591
84.41874632,12.6352185
90.54588175,13.91262889
42.6580432,84.65472819
28.98477521,88.54636702
96.28399775,4.066070257
17.22296588,99.12321975
85.21019792,4.310397506
8.269564359,3.757022736
22.34275223,48.28383397
23.79595653,3.625893615
66.9248771,87.59760548
35.9449877,18.14449094
47.15003817,78.71956068
22.77627732,93.45804676
98.88474361,80.67974522
98.36680554,47.8263938
70.63708554,90.62740894
88.32186989,99.99010142
9.628210987,57.36133035
15.33217264,12.44503944
17.21685942,39.19518031
88.08528128,73.45428188
29.21370866,42.54250033
91.99926607,37.49893956
52.62796328,94.445565
47.54617822,86.26246351
78.71218163,28.26002534
48.45555369,27.04964519
45.15945857,19.95198985
98.50201666,75.39315907
79.27345196,26.72252034
66.44982272,77.91637369
71.59530542,18.60024135
38.06458208,49.56038656
10.20073172,65.26332538
40.24946115,79.02339735
13.12166108,60.87102404
46.03631622,73.9616986
34.6442241,71.1282865
95.06785066,71.67844401
12.49018476,4.466210695
79.344104,44.04475104
84.54166844,30.10298846
34.72325287,30.94957324
46.75473418,20.73833316
53.70963493,32.97122506
5.708865744,58.21851766
29.56966043,40.25457001
34.18341653,93.86621619
94.21197575,39.03873154
6.814252444,13.452931
9.549917059,31.00744794
39.58269609,16.0279365
1.262375847,56.64347226
47.44066951,30.95578768
56.70982551,2.228993581
10.94279452,65.50880118
28.13125447,53.28613571
96.45176835,69.67162853
40.1967314,88.66085342
92.12775921,81.48244568
16.69608655,85.14427404
46.65493183,58.67221791
27.33624357,44.82777802
32.20314828,45.3659277
85.39747142,99.9613557
96.82998688,94.62616055
30.24549289,78.44741478
24.52719597,55.82949359
3.43717787,30.66666558
50.83353454,86.85970889
14.10830768,65.75171312
33.08431569,78.13046207
71.49169109,55.89674238
98.6761215,29.90278829
73.43618662,0.535731491
94.38794398,52.06005357
11.40029964,10.25212296
